,A,B,C,D,E,F
0,-2.0,0.05038447298720926,1.3231592355485107,1.6896967759305563,-2.0378557372287482,3.4251065398985183
1,-2.0,5.895202204561257,-0.23854302859373142,-2.9263733997087975,-0.1533266500515118,-0.3067223078282485
2,-2.0,1.3003519422710796,0.026207369486482224,-1.6027153033903345,1.5148768596766233,-1.1706481565695768
3,-2.0,1.1702446202456434,1.1883808624289525,-10.238535798029504,-1.4062626357262005,2.4586743419242736
4,-2.0,3.12293364270302,0.7028937573566022,-0.9852957282854966,-1.4269947016510645,1.6283123124629957
5,-2.0,1.2326412131328606,-0.10829583227203184,0.004094241349966943,-2.042486562039723,1.967457253187524
6,-2.0,3.216545255630751,0.6186977226488705,0.4285575899873899,-1.1662809054890122,1.617780497182832
7,-2.0,0.21949971520312694,-0.908625377459325,-3.909715099820467,-1.833784830349702,1.0007898441474428
8,-2.0,1.0190456889001764,0.24878697405704495,-3.0349037436749917,-1.7385688201430498,2.1090168486105028
9,-2.0,0.0027387010546639575,0.8946323585078344,-0.8605965575786731,-3.1218432756685357,4.190943873013612
10,-2.0,0.9695505422603391,-0.3199332917252129,-0.6452349413018994,0.03141225573089501,-0.8393769631407848
11,-2.0,0.17965076237321295,1.8278462883162945,-7.588208543400605,1.3806174309650903,0.25742303388123006
12,-2.0,0.34964289230310763,-0.5355882958070289,-2.87531331364496,1.7921689530197558,-2.320635980433553
13,-2.0,0.866804560324624,0.47120377649741485,1.1712853124930809,-0.6963337240942207,0.9573812528517825
14,-2.0,0.11626063883548017,0.6945324537741508,-4.343242758789543,-1.9035655998021963,2.59752287999309
15,-2.0,8.19502323442664,0.5701224848897343,0.40550343747293693,-1.8578031788582625,2.570057550880997
16,-2.0,5.686856508454966,1.674331756553957,-0.983910666121986,1.2355833352662264,0.3119884569678378
17,-2.0,10.975320186877324,0.8934296659899442,-3.768938167054165,-0.049884026068438114,0.9796054962793443
18,-2.0,1.7094803378240782,0.05209736374643822,-0.49810188262054655,0.16013275682149342,-0.50517192664228
19,-2.0,16.123346170979946,-2.188340697572381,-1.3105187349685978,1.2107243905047682,-3.454902561320877
20,-2.0,5.6900574854467765,-0.021757811774839972,-1.3961066018401995,-0.9932138617606677,1.2567665707235274
21,-2.0,1.4194054208197484,0.7447678463390767,-8.565780945277314,-1.7294989688550921,2.2230071037827126
22,-2.0,0.0262896675100939,-0.7731009778146816,0.3623273754259966,-2.4503271511081075,1.5813737030435844
23,-2.0,4.2823567316714515,0.39089742457084276,0.5181039734815815,-0.9858039226403051,1.725043697529974
24,-2.0,17.743433670819456,-0.7621091782532546,0.6411120835859936,-1.8459959053820505,1.3279975525684786
25,-2.0,4.656419075174161,1.2583893043649883,1.8132038297851036,-1.8121854483630249,3.0458796617133395
26,-2.0,3.892082391989143,-0.1680967653592087,-0.7040226426170566,-1.6024978261836238,1.2647734562831479
27,-2.0,0.6564005753144099,0.5771396855273252,0.7410681056297799,-0.6590683031070491,1.3752469336554827
28,-2.0,1.1310486476183863,-1.4733652855672683,-8.045955936051145,-1.1214041927985066,-0.19821825548095215
