,A,B,C,D,E,F
0,5.1408533000857455,0.0033667778769215545,0.3857742787272335,-2.0,0.2986915506260086,-0.205798747734888
1,5.140126537974585,0.03827581818296027,-0.24443760248128377,-2.0,-0.5663123619879139,-0.10652523525534952
2,4.6654160380340475,1.0186015490674474,-0.3705200622006018,-2.0,-2.133908241136108,2.0058996114184433
3,4.323097108873435,1.387534095084437,-2.3672679177941944,-2.0,-1.3886203303475768,-1.1620802341443561
4,4.58731100107251,5.1751853181310095,-3.6414176110154095,-2.0,-2.5412321894897616,-1.4399618177271205
5,5.1408562802990385,0.002318352515539184,-4.207973711768344,-2.0,-0.42953835932824735,-4.0466298251849295
6,3.1536806192882145,2.9812857928221717,-1.4287362444171172,-2.0,-2.008938918940886,0.3348116419926035
7,3.985076323977979,4.555969259642363,0.6304156846799343,-2.0,-1.2338733601119665,2.1071188234840825
8,4.750815596966176,0.9147904679747875,0.11669157146544304,-2.0,-2.1176616135692243,2.4379791611631316
9,3.5480813689926087,2.205299672234445,-3.576409220434703,-2.0,3.5126710976556383,-7.2584550780343235
10,5.123774365901677,0.18511332691792054,0.4307303297250918,-2.0,-2.8289343296346456,2.6099127250438583
11,5.121097872450165,6.482316037440138,-2.2936870170235784,-2.0,-2.9210203426340344,0.41445108859270374
12,5.106419398692108,0.2632074674461337,1.4069112305692855,-2.0,-1.8451407747873887,2.964195121606589
13,4.851461002879055,7.063628137024268,-2.0248645872883126,-2.0,-1.2213010327437424,-1.1828554672257483
14,3.379277120493278,8.719732123998378,-0.48050700613854336,-2.0,-1.4802904160973256,0.8986633183318528
15,3.3780309756660065,15.004842468826727,-2.425369011808722,-2.0,0.26323954269394967,-2.5307102885812314
16,5.1035379039885065,0.2740640281705097,0.895367425987303,-2.0,-1.94536429327963,2.7287843511916603
17,5.131789027834438,0.13478637717221845,-1.3498883662879915,-2.0,-1.4182459610077172,0.3333492782676901
18,5.120116170952181,0.2040338533320263,-2.424628198947838,-2.0,-2.1081971084955224,-0.05555998688490976
19,3.6203612080851477,2.1182301241425305,0.19525353727502265,-2.0,-2.408489107114395,2.291328803530836
20,4.821556994076733,5.461104047387047,3.8701468772087657,-2.0,-0.9716277347038447,4.5398847968672875
21,5.005652326653856,5.7571276754523435,-3.5763800884912524,-2.0,-2.212587908908987,-1.220242272938468
22,3.4964855409261575,2.270999967329542,-2.744876049270522,-2.0,-2.0376228283149787,-0.6202533358713858
23,5.058084297515604,0.40973774180551614,0.6945317002713384,-2.0,-1.644007836641538,2.229441023286996
24,3.820886929343024,4.386689006504554,-1.4111652273735062,-2.0,-1.139200503879131,-0.5619174347923037
25,5.057197348623215,0.41195851770914454,-0.08469580097202724,-2.0,-0.4085879610276777,0.492082806422622
26,3.940945730232095,10.794304917635722,1.6596093454214436,-2.0,-2.624045401131721,4.83843583300526
27,5.132753140422895,0.1274111590547935,1.0953581113396171,-2.0,-2.563735245352508,3.9799261314552865
28,4.4927737025051435,1.2111804209188537,-1.1335640856760834,-2.0,-1.7681613508228007,0.5408935675886151
29,4.916058092011704,0.6837660814127041,-0.5959749876546884,-2.0,-1.8308367571144695,1.3435315402382924
30,3.8520904786576065,8.146921912652992,0.373346778090262,-2.0,-0.6560930525363459,1.0295707071371796
31,4.767483604439904,0.8935818548247251,-3.1600852679309543,-2.0,-2.037551921742204,-1.2014047483635892
32,4.951318665211108,0.6258598949875519,0.6554495990049548,-2.0,-2.162033008175167,2.651691479711047
33,4.116639978181436,1.5950176845618529,0.18369538170387004,-2.0,0.7072674548775851,-0.9372602769064752
34,4.717734390910814,0.9558980637773975,-3.721243556366531,-2.0,-1.49001055605352,-2.2912034335116105
35,5.138626435768726,0.06683357095044803,1.1602144992397423,-2.0,-2.3065551150317294,3.4443627113189357
36,3.260837304028785,9.91966647497552,1.0191696040895126,-2.0,-1.0865583219502688,2.436969556944919
37,5.136604925058371,0.09227201299772526,0.02646515100776466,-2.0,-2.240587404688125,2.4739383563594703
38,4.252184150409986,1.459239904444067,0.21338430672383485,-2.0,-1.375579073679817,1.3062018405100377
39,4.9710924738879205,0.5912698644962935,-1.8955212257424046,-2.0,-1.5672773091367946,-0.2893733109687422
40,3.339634020032101,2.500135911919088,0.931389298665541,-2.0,-2.3739607375466254,3.082031452456806
41,4.727300358858865,0.9441378993698809,-2.912554082043455,-2.0,-2.0917378812344025,-0.8283963398147681
42,5.0430902354032074,0.44588056879318794,-1.7004819125465567,-2.0,-1.8093651122416952,0.29198355392804215
43,3.3470264552348232,3.7953035925407743,-2.790365157264971,-2.0,0.09882984825693863,-2.6268835570650433
44,5.10212522794679,12.287134493708598,0.11132336381810122,-2.0,-0.7605604546558226,0.689735435779691
45,3.9288399420351867,4.498748487037471,-5.671618222744229,-2.0,-0.6725207444006523,-5.08515065704816
46,4.078657434954997,1.633038039451811,-3.7046546131407645,-2.0,-1.7705553046779356,-2.275679094821539
47,3.1948810902533973,2.8113937682905887,2.159947433176798,-2.0,-0.3403532360778394,2.6171783608254096
48,4.276490589426144,7.717930686491082,3.6252107325304643,-2.0,-1.0126842775297775,4.628860916501533
49,5.116623518260542,0.22060815888348356,-0.556206306051793,-2.0,-1.973647670927003,1.3485779867316774
