,A,B,C,D,E,F
0,1.0690693874517065,0.6724982121652134,1.1526824428852307,-0.7228660867862668,-1.2736378994109714,-2.0
1,8.092900637838675,0.1941160990226703,-0.09778569970452299,-2.7106117279869903,-1.4809467921587647,-2.0
2,1.3284600049328024,3.094884796708024,2.115302225836624,-1.6009694719340746,-0.9669366977095081,-2.0
3,3.253205123822393,0.04867792672181923,1.3047761021585826,-1.5780125217979162,-1.033151882361044,-2.0
4,6.062217359083453,1.1653379764205984,-0.8127383759777251,-2.42971422763467,-0.15345812831409633,-2.0
5,51.076362616925785,12.574457093678143,0.12063682944894051,-7.093104339504915,-0.32572125829751386,-2.0
6,0.49886661035609703,2.2590420885775693,3.0369165746791387,-1.1703775986387104,-1.2469081190721356,-2.0
7,3.938485424187578,0.7980402615419815,2.557758806822485,-1.8644323753034038,-1.624536338143845,-2.0
8,3.7211515568387292,7.405054538023814,-1.2569131864055771,1.8769353278724958,-2.26194955450878,-2.0
9,1.3166295147224547,5.884084250525813,0.8603410361946019,-0.7943253028043498,-0.9643289383372866,-2.0
10,2.701918939071805,0.005064727274513285,4.617318366236364,1.3920005831742739,-1.849966080895162,-2.0
11,98.68685988630354,3.021372722081691,-0.20017864669171614,-9.995767905891086,0.5157894655741319,-2.0
12,0.5959994593615096,3.5915054205368566,-3.775857483877223,1.316137667739027,-2.5171446536081503,-2.0
13,32.46542652836194,0.02101767637402437,-0.78466417301173,-5.630397965541459,0.11247326235783484,-2.0
14,2.7555426239967025,1.4326529258104939,-1.9083651921262526,1.689251917749906,-2.1181553814871,-2.0
15,2.996751109302362,5.610039418845072,0.8900420539021502,-1.5654458566620968,-1.504374006612982,-2.0
16,-0.8842735297396075,2.4102976096545907,0.6900999617355634,-0.30946806179615693,-1.6773413764979952,-2.0
17,2.5375838770021466,1.6180786959994262,-1.5794486731071518,-1.6794589871057437,-1.78267474028944,-2.0
18,0.7859815476752384,0.015862859306575928,-0.2446009298706053,-0.14778774973473485,-1.4907934091218755,-2.0
19,0.4519203997902337,1.3623310423681008,-0.5011184330909206,-0.693322149444914,1.5213886728187207,-2.0
20,2.8821467738721362,0.41185552085510474,-4.44505213179998,1.4837456035782537,-2.6495982416810033,-2.0
21,6.088972325904741,8.023519770532118,0.42542665981983613,2.548221597536579,-2.1562846841143792,-2.0
22,0.9348696232757651,0.028587807159891912,-0.4889879952234046,-0.41353607531586123,-1.1945458785049672,-2.0
23,0.7913078809181339,0.44394823276405065,-0.08697898168001078,-0.35210627959870244,-2.863365095394341,-2.0
24,2.2143836184857215,2.6866595623237712,-0.6192992988232282,1.8298655435038385,-2.6054630326000683,-2.0
25,1.9641225540161096,1.231842075902311,0.3664776464231785,-1.3665121249651593,-0.10188090671058969,-2.0
26,1.9273210369513305,24.225617679557306,2.7537918875129273,-1.24380091643991,-1.5290209934394756,-2.0
27,12.787421521100537,1.0186653868146642,-0.2406782299804431,-3.5353433582149645,-1.227174073561553,-2.0
28,0.9816493666568279,11.466784741669338,-0.8592436776760585,-0.8737379868204869,-1.0929984909731063,-2.0
29,35.12765790031295,0.03498596772730662,-0.29713342354298466,-5.862081857637312,1.6538739886779639,-2.0
30,0.7488570968988956,1.3585458345186983,-0.7287697825174604,0.87973321783825,-1.0198072006579104,-2.0
31,0.6913257929766161,0.5242523656972282,-0.09584970547468652,0.2477119859326361,-0.5451009302123172,-2.0
32,5.038975483433508,0.3761391886627081,-1.2999753359338821,2.084375104799742,-2.3799055532448774,-2.0
33,3.8103322846880814,1.0779665098098323,-0.5860557893707524,-1.8902236117651066,1.9931660027662812,-2.0
34,5.646804552548146,0.37176704511920483,-2.1675374620303938,-2.225050900934014,-1.7865837878241595,-2.0
35,36.63965425506815,3.40935269440685,-0.06427237164248123,-6.1514026091151,5.982604235431221,-2.0
36,-0.9554749167438594,2.7965214878722193,0.22846896062543504,0.47043631264214536,-0.8963969506967585,-2.0
37,4.1155481379349395,8.000820329021563,-1.9117937948266799,-2.120753069256421,1.0678413856494808,-2.0
38,89.77146198871337,0.02546741588957959,0.034294850121246875,-9.434379689444553,-1.4965345206783796,-2.0
39,4.9687388386320155,14.461657543309194,-0.45592786896969717,-2.3501699322870264,1.1073071938962789,-2.0
40,4.5491568221867915,0.0011674132002709708,0.8545077666834728,-1.945479725516422,-0.603956993951211,-2.0
41,0.30373272945045715,4.972426817144544,-0.6678166275030321,-0.5313656664282629,-1.2092555781079044,-2.0
42,-0.966018882684852,2.562274404151245,0.05141796609198291,0.32642157897845747,-2.001013913499561,-2.0
43,-0.2342457252006001,8.073993956303063,-0.015789804415356542,-0.46875343409374626,-1.3667743203612508,-2.0
44,12.766677392509465,2.5223104774776153,0.00178711862750517,-3.71708307401812,1.7659981973035606,-2.0
45,6.795582504225741,0.2110974212412555,-1.2114289907373705,-2.4603891573280117,-1.4585564356610465,-2.0
46,0.7655239181839987,0.11992080844275063,-0.16970402967178846,-0.09186764408144565,-2.034475074014211,-2.0
47,3.708469583577707,2.052826525910001,-0.5473583347132511,-2.099471943444871,-1.8866320780406647,-2.0
48,0.11758144395208181,9.07401599498697,2.4361349373081107,1.1368493596402682,-2.357496557446918,-2.0
49,0.22664209603464214,1.0975640665318542,0.21455271530250802,-0.08130350219901494,-0.29644861769605113,-2.0
