,A,B,C,D,E,F
0,1.6340281512790402,0.1707644800997807,0.553979439226943,-0.617970446731382,2.0,-1.5640974440018658
1,40.7232060985766,18.155694339392678,-0.07052499275047756,-6.299820500026648,2.0,-2.103412447994536
2,2.945736099741051,0.003695632456130129,3.254764560942447,1.295784470009484,2.0,1.7097228207798059
3,2.097246046247875,3.3076433715500864,-2.7565247980510907,-1.6783342153396323,2.0,-4.783020184593874
4,2.0051488626118776,0.004080380688670794,-0.6599516643799175,-0.8593437330244891,2.0,-2.68962754715763
5,0.6986874892868934,2.8023017275125977,-1.0036648085873872,1.1726008907250052,2.0,-3.0203088392672153
6,1.3564880145729625,5.790220556863498,-0.21049961525052535,-0.45702164504725706,2.0,-2.0868546647829747
7,0.4832826546846192,2.185749045069486,2.63498950838555,-0.8907957240591879,2.0,0.48525701601258475
8,46.316267434044995,9.393913996210614,-1.026431652899344,-6.859235062587777,2.0,-3.0138526652723647
9,1.26625216467971,6.313104033692567,-0.0712332546313857,0.0037630476860399664,2.0,-1.5563102509877766
10,6.778916066635105,0.003924721547001261,-0.20517849550378417,2.3478156300015733,2.0,-2.5014457414023132
11,3.483045385289111,0.030166140731303675,3.3399777110773567,1.488897180111661,2.0,1.2865120076414438
12,9.578097998424429,0.007880360228121604,-0.36282184319841376,-2.8829574246660776,2.0,-2.5099761854402507
13,91.46470910564894,0.09051432593320327,-0.14331835646511146,-9.497479518028387,2.0,-2.0473597424629633
14,1.4521316865905205,3.9056740404304144,3.3932838371716216,1.3811098353510727,2.0,1.1444648980613117
15,4.608527025705004,21.90404347266821,-0.5671221498483312,-2.3104220909663526,2.0,-2.497354154567686
16,70.27721115163466,6.431477885981711,1.0431542351993202,-8.30791795971757,2.0,-0.6982588410007128
17,3.4085451154906314,7.333873466748276,-3.316329138244093,1.626310417815493,2.0,-5.275751563414269
18,8.125252422019983,1.7458780983145843,0.2031130010049267,-2.8342116268464874,2.0,-1.9241928111926612
19,12.377171958245157,0.7465018467652821,0.23511720557782012,-3.3728945370998002,2.0,-1.2723661756622593
20,1.507043989246029,0.014814303681120532,-0.37680693218520706,-0.49037555319452064,2.0,-2.286514698668252
21,1.0502014803555695,0.786437446095235,0.4041345155813052,-0.27774885938695837,2.0,-1.614276754216516
22,0.4265594360525217,20.710627881420105,-0.09663087994601313,0.6678998713455759,2.0,-2.0382475029490923
23,2.8193305987548842,0.7613830661219584,2.8347206796762117,-1.3523174808511471,2.0,0.36119354193790865
24,2.8351749094260756,0.010721834964272339,0.4301510757259164,-1.2524164051475837,2.0,-1.636616112275977
25,1.1605772932358231,0.46500052972427014,-0.2063851989553989,-0.008392216901630611,2.0,-2.0443177058227975
26,0.3087827186307705,1.6762710778278553,0.828357446887835,-0.38389643933883977,2.0,-0.8220717188905008
27,10.091481062307873,6.453329851196237,0.40856042256998715,-2.9730851357008365,2.0,-1.526874124924913
28,4.149790746432777,7.1626430032065995,-0.4213433659084966,-1.8015371728955278,2.0,-2.293366521384281
29,1.5401329111346986,7.581575425364294,0.8128995986389792,-1.0021964274308823,2.0,-1.5599696364479108
30,-0.2188674556489334,15.691284838147043,0.6805204099641384,-0.7171526522991248,2.0,-1.5533256199249463
31,28.8154448147156,0.42006675510638414,2.451916820324552,-5.256966574048671,2.0,0.47038633906821187
32,49.47067252743504,1.6618945615005563,-0.30079156347220937,-7.021036908904731,2.0,-2.530576527197973
33,4.038254266214028,0.08596213188679014,-1.8660417536362013,-1.6659115221942438,2.0,-4.067845200989469
34,1.6645576449159933,2.648810611700041,-3.957747267935426,1.5096000310995723,2.0,-6.167244626838894
35,3.749197936145277,1.5533542938912657,0.14227626406830482,-1.8614701855644566,2.0,-1.993897543728305
36,2.739862277854195,0.2986142072045996,-0.48792645158735504,-1.231840752916357,2.0,-2.7285356987942846
37,5.780876661153884,1.3646352360946519,0.0777532881176355,-2.3042324805133987,2.0,-2.0122388441692403
38,19.881455326433773,3.3787647209333906,-2.404531174936718,-4.537265265284093,2.0,-4.453153502375542
39,2.2763798945068108,0.8414801070024776,-1.8800461494306657,1.1590230433451336,2.0,-3.4693092566955652
40,6.032767096230132,0.37406940280802714,-0.5873057862528993,-2.1989164352539086,2.0,-2.641399140359948
41,13.488419949510714,6.561486131050816e-06,0.13855291707575385,-3.495959727123168,2.0,-2.328594379953273
42,-0.02528806945240214,8.421722403826747,-0.1043109362111016,0.49573684530904205,2.0,-2.1329643000807303
43,4.848438268875048,2.8200100044981857,-0.9023954064840431,-2.3516991971778514,2.0,-2.71800029074178
44,1.0624225319112885,6.976796165879501,-0.021704069393384467,0.1636901027547335,2.0,-1.5011799723888655
45,26.817951097114687,0.27664324712060334,0.47983668758169307,-5.058585561354292,2.0,-1.3196071299493606
46,39.85206361495159,0.2629866318899084,0.061643336518253225,-6.214479882891782,2.0,-1.7515610444575527
47,1.7207998870591057,0.5568733213169893,-1.433337640037445,-0.7779476433251613,2.0,-3.322320193356624
48,14.160094803747416,1.065238464404439,0.2587034006323753,-3.6618456652270623,2.0,-1.8003158227635465
49,2.6017625655195764,0.4573233725834161,0.20149249478730694,1.1990994369446828,2.0,-1.9165902153322683
