,A,B,C,D
0,1.0535269385061574,-0.49664425454041305,-1.9670014052305151,0.0
1,1.9069383962359368,-0.007643008227623149,0.4045934596806541,0.0
2,-1.8895044760315642,0.46417488443128996,0.10399886336128882,0.0
3,-1.8305581275041813,-0.5588019069550649,-1.3782423345664325,0.0
4,2.108418576237807,0.8650529310395674,1.0188300551075307,0.0
5,-0.668128456683196,-0.1561837530979474,0.8357479071229843,0.0
6,3.8196217175466782,0.8480316720135126,0.5847639730546909,0.0
7,2.5325303206990633,1.1169918888116925,-0.08401689182951269,0.0
8,0.6352889228870782,0.3464128266545984,-1.4581470585224403,0.0
9,1.405881455822418,0.4239413482357464,0.3384514735743459,0.0
10,1.1240693106987008,-0.10145154881151941,-1.3418235504268916,0.0
11,2.6983588900490485,-0.2698341047444911,-0.4816406322274091,0.0
12,1.2006228705020092,-0.10050935545479422,0.5163612143157525,0.0
13,-0.1839820320701806,0.9099159033333936,-1.2493202524669722,0.0
14,-1.8902996494116442,-0.21239537169998446,-0.8550409544922486,0.0
15,1.4632744766004655,-0.015456355230102692,0.5808270472242226,0.0
16,3.1601473580357182,-0.22157842689118812,0.7947562800435041,0.0
17,0.0892112906128757,0.016440487230642398,0.7858258891137828,0.0
18,-1.5265766864697152,0.5047505189298626,-2.576116883193435,0.0
19,-0.20118944206514944,-0.08398929330785998,-0.9702797504954055,0.0
20,3.3247199624726935,0.0035634443612171385,1.9425603588562024,0.0
21,4.0616276056380025,0.0903930788260785,3.1866370124250087,0.0
22,6.587428574866431,0.6873203907633267,0.4069073374415339,0.0
23,1.3142628513379135,0.7559410708610468,0.30900519820703104,0.0
24,2.1442836552536955,1.594927472733239,0.31673126561224646,0.0
25,1.5305052566629866,0.46354834436001446,0.3899998828864582,0.0
26,-0.3530385415399546,0.6658690143670821,-1.3109258907760821,0.0
27,0.16513291352349013,-0.7453055117104864,0.5214061071687645,0.0
28,1.912850204539136,0.21814823134453715,1.0254081022087238,0.0
29,-1.1108313027541086,-0.29777039840449004,-0.8212771254212966,0.0
30,3.5237092791453275,1.6188915800602153,1.105522279387612,0.0
31,3.6971804994428257,0.18685859494228674,2.32880044913879,0.0
32,0.7826900004169339,0.7569120814553606,-0.23542498169529913,0.0
33,2.141902405886082,0.11791889256933208,1.4640331459315987,0.0
34,0.16816270368021913,-0.10432236825582375,-1.1079115765248737,0.0
35,5.319869236420962,1.2335168804145622,1.146194447040688,0.0
36,1.1015353343367613,1.364800083460121,0.27604117323008337,0.0
37,2.5547974016340347,-0.06761649980629802,1.3351760597310365,0.0
38,0.5693669791479474,-0.20311849727867137,0.3209094952001464,0.0
39,-1.3408004897842989,-0.48356791264590093,-0.6766966046343033,0.0
40,-0.07604069565114374,-0.05091554512771823,-0.17690891681947524,0.0
41,2.505348687067836,0.42647046523937565,1.2889280414083066,0.0
42,-0.5597288768415494,0.21040070247232096,-2.038730633834564,0.0
43,0.9155109356063165,-0.1093984521034026,1.1783334621493342,0.0
44,1.3009979611500935,1.0300544974345707,0.3502183354054387,0.0
45,2.8658520147433206,-0.34135014423832144,1.6057730127993795,0.0
46,2.1061150601192637,-0.02009361681022881,1.1558402971435273,0.0
47,-1.5293912375493872,-0.4588020490320692,-1.1204896511124978,0.0
48,-5.124197342093033,-0.14501945603410238,-1.9105991017521593,0.0
49,-0.5533599449426635,-0.47018977650064236,-0.7546910505793187,0.0
50,-0.4891003429226326,0.22493777677061833,-1.4629200816808976,0.0
51,2.4089976889728133,-0.28815907032785737,2.0188982141793335,0.0
52,-0.2874953600517509,-0.2225697525400115,-1.2936468420414045,0.0
53,3.0043843490701887,-0.28811747213756456,1.1701702382270616,0.0
54,2.969201986360233,-0.13737716108954645,0.6264189800999982,0.0
55,-2.578265254459653,-0.03929384859022522,0.25929042523336376,0.0
56,-1.958077162984377,0.9133055705619647,-2.1690428530938783,0.0
57,1.2138796260882738,0.10007424642879148,0.2063722393235669,0.0
58,1.3493423848328996,-0.4659045262548623,-1.0414832260123033,0.0
59,3.1416154771829077,1.1097703500699159,0.530926526077558,0.0
60,1.396390968516346,0.4326598591178563,0.06440998972337195,0.0
61,0.4631570147437501,0.30425043845249095,-0.4198919233860641,0.0
62,8.268903267640324,0.13861685188327832,0.7764107772277683,0.0
63,-0.4888226562704231,-0.15214254747280476,-0.38613818873771366,0.0
64,-0.688454434339277,0.5115161896511837,-1.4915557181437717,0.0
65,1.621689819716329,1.2419090306221827,0.9847613105039358,0.0
66,1.6934753719818656,0.6799062344979492,0.8971093270053132,0.0
67,2.282699782472065,0.9438677481346496,0.7973500213723548,0.0
68,0.3626320361992128,1.4344053924927254,0.44570864746175687,0.0
69,2.2051927625825853,-0.4743174659131772,0.5039399511571504,0.0
70,0.6909679472763899,-0.6723819042783392,-1.1921771065477857,0.0
71,-0.06325427851190113,-0.3433905839812115,-0.7389803986770932,0.0
72,1.1899321891007084,1.1586306731031717,0.17130344263481972,0.0
73,1.7414085320003287,-0.21096204023178866,-0.5221439038996623,0.0
74,1.7436711313251527,0.7870987857990865,0.688039783297,0.0
75,1.594024031519535,0.2578124297030576,0.8457530845858137,0.0
76,-1.1831466038823413,-0.14226678585940977,-1.81617265820079,0.0
77,1.0363260300209272,0.4405661549618219,1.1710966684017872,0.0
78,1.2585891912937088,-0.2188559055383409,0.14255054437240156,0.0
79,1.4369381687655824,-0.14178333472959348,0.48886461847037976,0.0
80,1.9209732167462998,-0.18014212102394722,0.892012034644913,0.0
81,0.8426728618490511,0.7353719411370641,-0.030485104306757823,0.0
82,2.265339629334604,0.07773379405577585,1.6110770365952933,0.0
83,2.150473690848658,-0.599298563652687,0.48911423315717395,0.0
84,-2.4653519231357826,0.8476220952901246,0.44470269753846636,0.0
85,2.814934300254084,0.3590983712218972,1.9785376092429992,0.0
86,2.9924219944003365,-0.1983745218450741,0.7018771437387683,0.0
87,1.701538598693426,-0.5755942423826785,-0.17256316487442208,0.0
88,-1.0636772366954195,0.31772131130072223,-2.062429386774463,0.0
89,-0.22110262532697786,-0.5794744408530057,0.15098165797348553,0.0
90,3.027016274240828,-0.033346371990434776,0.21161396443079897,0.0
91,-0.11065433702744709,0.20187967667314255,-1.1723949348716927,0.0
92,6.9078690403607705,-0.22365806328014548,1.4898052147673488,0.0
93,0.3310460473815784,0.1411891836714978,0.8505728632613982,0.0
94,0.1749155382700679,-0.3341683064271193,0.04438547440072137,0.0
95,-0.21187293076522618,0.9266364527570419,-1.1494234854032268,0.0
96,4.474085663773063,0.06688161391265901,3.415868369708642,0.0
97,2.7910438012409724,0.09917197094244601,2.1130467230832775,0.0
98,2.818395745904491,-0.3946104823355855,1.8604328772260377,0.0
99,4.431676761545445,0.9309384397510032,1.7269521244124841,0.0
